Date,Close,High,Low,Open,Volume
1980-12-12,0.09848486632108688,0.09891303762908514,0.09848486632108688,0.09848486632108688,469033600
1980-12-15,0.09334685653448105,0.09377502786949679,0.09334685653448105,0.09377502786949679,175884800
1980-12-16,0.08649542927742004,0.08692359506593307,0.08649542927742004,0.08692359506593307,105728000
1980-12-17,0.08863623440265656,0.08906440573791563,0.08863623440265656,0.08863623440265656,86441600
1980-12-18,0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09120597690343857,73449600
1980-12-19,0.09677218645811081,0.0972003577392741,0.09677218645811081,0.09677218645811081,48630400
1980-12-22,0.10148205608129501,0.10191099348004158,0.10148205608129501,0.10148205608129501,37363200
1980-12-23,0.10576451569795609,0.10619268707394637,0.10576451569795609,0.10576451569795609,46950400
1980-12-24,0.11133067309856415,0.11175884433538877,0.11133067309856416,0.11133067309856416,48003200
1980-12-26,0.12160741537809372,0.12203558638647378,0.12160741537809372,0.12160741537809372,55574400
1980-12-29,0.12332016229629517,0.12374833356271207,0.12332016229629517,0.12332016229629517,93161600
1980-12-30,0.12032295763492584,0.12075111736528156,0.12032295763492584,0.12075111736528156,68880000
1980-12-31,0.11689762026071548,0.11732579145836147,0.11689762026071548,0.11732579145836147,35750400
1981-01-02,0.11818218976259232,0.11903853264584865,0.11818218976259233,0.11818218976259233,21660800
1981-01-05,0.11561312526464462,0.11604128505475848,0.11561312526464462,0.11604128505475848,35728000
1981-01-06,0.11047438532114029,0.11090255676995396,0.11047438532114029,0.11090255676995396,45158400
1981-01-07,0.10576451569795609,0.10619268707394637,0.10576451569795609,0.10619268707394637,55686400
1981-01-08,0.1036236360669136,0.10405179582034756,0.1036236360669136,0.10405179582034756,39827200
1981-01-09,0.10918985307216644,0.10961802440594114,0.10918985307216644,0.10918985307216644,21504000
1981-01-12,0.1083335429430008,0.10918987434330865,0.1083335429430008,0.10918987434330865,23699200
1981-01-13,0.10448001325130463,0.1049081846283082,0.10448001325130463,0.1049081846283082,23049600
1981-01-14,0.10490818321704865,0.10533635458829231,0.10490818321704865,0.10490818321704865,14291200
1981-01-15,0.10704901069402695,0.1079053418588997,0.10704901069402695,0.10704901069402695,14067200
1981-01-16,0.1061926856637001,0.10662085703400426,0.1061926856637001,0.10662085703400426,13395200
1981-01-19,0.1126151755452156,0.11304334678268747,0.1126151755452156,0.1126151755452156,41574400
1981-01-20,0.10918985307216644,0.10961802440594114,0.10918985307216644,0.10961802440594114,30083200
1981-01-21,0.11133067309856415,0.11218700413815359,0.11133067309856416,0.11133067309856416,15904000
1981-01-22,0.1126151755452156,0.11347151802015934,0.1126151755452156,0.1126151755452156,35548800
1981-01-23,0.11218702793121338,0.11304337058647906,0.11218702793121337,0.11261519925884622,11222400
1981-01-26,0.11047438532114029,0.11090255676995396,0.11047438532114029,0.11090255676995396,24640000
1981-01-27,0.10961806029081345,0.1104743918046315,0.10961806029081345,0.1104743918046315,23699200
1981-01-28,0.1061926856637001,0.10662085703400426,0.1061926856637001,0.10662085703400426,28156800
1981-01-29,0.10233912616968155,0.1027672973725088,0.10233912616968155,0.1027672973725088,43904000
1981-01-30,0.09677218645811081,0.09762852902043741,0.09677218645811081,0.09762852902043741,46188800
1981-02-02,0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09163414233314097,23766400
1981-02-03,0.09463134407997131,0.09505950960410497,0.09463134407997131,0.09463134407997131,19152000
1981-02-04,0.09805668890476227,0.09848484870210085,0.09805668890476227,0.09805668890476227,27865600
1981-02-05,0.09805668890476227,0.09891301993349907,0.09805668890476227,0.09805668890476227,7929600
1981-02-06,0.09848486632108688,0.09891303762908514,0.09848486632108688,0.09848486632108688,13865600
1981-02-09,0.09334685653448105,0.09420319348748132,0.09334685653448105,0.09420319348748132,16755200
1981-02-10,0.09334685653448105,0.09377502786949679,0.09334685653448105,0.09334685653448105,18345600
1981-02-11,0.09034965932369232,0.09077782484341972,0.09034965932369232,0.09077782484341972,13843200
1981-02-12,0.0894925594329834,0.08992149679327664,0.0894925594329834,0.08992149679327664,14560000
1981-02-13,0.0873517394065857,0.0882080764343391,0.0873517394065857,0.0882080764343391,11155200
1981-02-17,0.0894925594329834,0.08992149679327664,0.0894925594329834,0.0894925594329834,12275200
1981-02-18,0.09334685653448105,0.09420319348748132,0.09334685653448105,0.09334685653448105,19241600
1981-02-19,0.08777989447116852,0.08820806579190156,0.08777989447116852,0.08820806579190156,22310400
1981-02-20,0.08307002484798431,0.08349819606873703,0.08307002484798431,0.08349819606873703,24371200
1981-02-23,0.08435455709695816,0.08478272847009191,0.08435455709695816,0.08435455709695816,14112000
1981-02-24,0.08135737478733063,0.08221371175798274,0.08135737478733063,0.08221371175798274,16979200
1981-02-25,0.08649542927742004,0.08692359506593307,0.08649542927742004,0.08649542927742004,19488000
1981-02-26,0.08777989447116852,0.08820806579190156,0.08777989447116852,0.08777989447116852,10841600
1981-02-27,0.09077782928943634,0.09163416608786173,0.09077782928943634,0.09077782928943634,14761600
1981-03-02,0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09120597690343857,11760000
1981-03-03,0.0899215042591095,0.0903496755728724,0.0899215042591095,0.0903496755728724,16172800
1981-03-04,0.08906438201665878,0.08949254752084979,0.08906438201665878,0.08949254752084979,13708800
1981-03-05,0.08863623440265656,0.08906440573791563,0.08863623440265656,0.08906440573791563,5376000
1981-03-06,0.08777989447116852,0.08863623139560357,0.08777989447116852,0.08863623139560357,11603200
1981-03-09,0.0809292197227478,0.08135738540543892,0.0809292197227478,0.08135738540543892,15321600
1981-03-10,0.07707487791776657,0.07750304328940441,0.07707487791776657,0.07750304328940441,28380800
1981-03-11,0.07407774031162262,0.0749340772674265,0.07407774031162262,0.0749340772674265,29859200
1981-03-12,0.07707487791776657,0.07750304328940441,0.07707487791776657,0.07707487791776657,59248000
1981-03-13,0.07621858268976212,0.07664674829302656,0.07621858268976212,0.07664674829302656,231302400
1981-03-16,0.07921652495861053,0.08007286181834469,0.07921652495861053,0.07921652495861053,37228800
1981-03-17,0.08307002484798431,0.08392636157246004,0.08307002484798431,0.08307002484798431,43747200
1981-03-18,0.08820804208517075,0.08906437877945736,0.08820804208517075,0.08820804208517075,36937600
1981-03-19,0.0873517394065857,0.08777990506194654,0.0873517394065857,0.08777990506194654,37811200
1981-03-20,0.08820804208517075,0.08906437877945736,0.08820804208517075,0.08820804208517075,14604800
1981-03-23,0.09163419157266617,0.09249052860925137,0.09163419157266617,0.09163419157266617,22019200
1981-03-24,0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09163414233314097,28156800
